timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter,lat_x,lon_x,alt_x,alt_ellipsoid_x,delta_alt,eph_x,epv_x,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning,time_utc_usec,lat_y,lon_y,alt_y,alt_ellipsoid_y,s_variance_m_s,c_variance_rad,eph_y,epv_y,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,heading_x,heading_offset,fix_type,vel_ned_valid,satellites_used,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading_y,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,label
259102562,-0.32528996,0.010757028,-0.00645099,0.9455312,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.20481162207336,138.2529156116416,51.332086600000004,86.7235124,0.0,2.71862408,3.92699644,51.237915,2.0,0.0,1.0,0.0,0.0,362048116.5,1382529164.25,49183.25,86279.25,0.317250005,2.0173796,2.03300005,3.002,0.84,1.3,102.0,47.5,0.01050000025,-0.00024999970000000055,-0.00224999975,0.06925000249999999,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6803782333333334,0.31522697,0.3669365133333333,-0.015382085,0.016268428,0.0,0.009194915666666668,0.0046849247999999994,0.07120217333333334,0.0057084718999999996,-0.031618506,-0.00430735,-0.337511,0.13067051000000002,0.2539544,-0.10508919,-2.4787604,0.0064747804,51.69883,0.1,0.51195689,0.37654526666666666,0.15029857333333332,0.08124945466666667,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259152553,-0.32517162,0.01065312,-0.0066040847,0.94557196,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.20481162790459,138.2529156085877,51.3316334,86.7212536,0.0,2.7186166199999997,3.92698986,51.238285,2.0,0.0,1.0,0.0,0.0,362048116.4,1382529164.3,49182.5,86278.5,0.316500006,2.01737966,2.03240006,3.0014,0.84,1.3,102.0,47.6,0.0110000003,-0.0012999997200000002,-0.0014999997,0.072700003,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.680844,0.31502652,0.36748704,-0.015382085,0.016268428,0.0,0.009832115,0.00433699,0.07126504,0.0060692006,-0.031618506,-0.00430735,-0.337511,0.24169934,0.2367621,-0.15134345,-2.4789982,0.0064747804,51.69883,0.1,0.51458037,0.37698695,0.15193471,0.08146721,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259197545,-0.32530734,0.010754339,-0.006483817,0.945525,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.204811633735815,138.25291560553381,51.331180200000006,86.7189948,0.0,2.7186091599999997,3.92698328,51.238655,2.0,0.0,1.0,0.0,0.0,362048116.3,1382529164.35,49181.75,86277.75,0.315750007,2.01737972,2.03180007,3.0008,0.84,1.3,102.0,47.7,0.011500000350000001,-0.00234999974,-0.0007499996499999995,0.0761500035,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.68176635,0.314642175,0.3677953,-0.015382085,0.016268428,0.0,0.008801805150000001,0.0018156084499999997,0.07132888000000001,0.0060072960499999994,-0.031618506,-0.00430735,-0.337511,-0.29189712999999995,0.03829592000000001,-0.22574877499999998,-2.47873475,0.0064747804,51.69883,0.1,0.5105457600000001,0.376153075,0.14933758,0.0810942,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259252537,-0.32542056,0.010733371,-0.006450599,0.94548655,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.20481163956705,138.25291560247993,51.330727,86.716736,-0.0,2.7186017,3.9269767,51.239025,2.0,0.0,1.0,0.0,0.0,362048116.2,1382529164.4,49181.0,86277.0,0.315000008,2.0173797799999997,2.03120008,3.0002,0.84,1.3,102.0,47.8,0.0120000004,-0.0033999997600000003,4.0000000013640236e-10,0.079600004,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6826887,0.31425783,0.36810356,-0.015382085,0.016268428,0.0,0.0077714953,-0.0007057731,0.07139272,0.0059453915,-0.031618506,-0.00430735,-0.337511,-0.8254936,-0.16017026,-0.3001541,-2.4784713,0.0064747804,51.69883,0.1,0.50651115,0.3753192,0.14674045,0.08072119,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259302527,-0.32532135,0.010841446,-0.00637548,0.9455199,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.204811640215226,138.25291560209442,51.330515600000005,86.7147648,0.0,2.71856952,3.92696056,51.238658799999996,2.0,0.0,1.0,0.0,0.0,362048116.1,1382529164.45,49180.25,86276.25,0.314250009,2.01737984,2.03060009,2.9996,0.84,1.3,102.0,47.9,0.01250000045,-0.004449999780000001,0.0007500004499999997,0.0830500045,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6834793299999999,0.31391711499999997,0.36833826999999997,-0.015382085,0.016268428,0.0,0.00865160115,-0.00016738447,0.071865032,0.00627467455,-0.031618506,-0.00430735,-0.337511,-0.61048959,0.15150562,-0.26037516,-2.4785668999999997,0.0064747804,51.69883,0.1,0.509702925,0.37546366,0.148735345,0.0809544,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259342521,-0.32535131500000003,0.010810246499999999,-0.006396932500000001,0.9455098,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.204811640863404,138.25291560170893,51.3303042,86.7127936,0.0,2.71853734,3.92694442,51.2382926,2.0,0.0,1.0,0.0,0.0,362048116.0,1382529164.5,49179.5,86275.5,0.31350001,2.0173799,2.0300001,2.9989999999999997,0.84,1.3,102.0,48.0,0.013000000500000001,-0.005499999800000001,0.0015000005000000002,0.08650000499999999,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.68426996,0.3135764,0.36857298,-0.015382085,0.016268428,0.0,0.009531707,0.00037100416,0.072337344,0.0066039576,-0.031618506,-0.00430735,-0.337511,-0.39548558,0.4631815,-0.22059622,-2.4786625,0.0064747804,51.69883,0.1,0.5128947,0.37560812,0.15073024,0.08118761,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259347519,-0.32538128,0.010779047,-0.006418385,0.9454997,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.204811641511576,138.25291560132342,51.3300928,86.7108224,0.0,2.71850516,3.9269282800000003,51.2379264,2.0,0.0,1.0,0.0,0.0,362048115.9,1382529164.55,49178.75,86274.75,0.312750011,2.01737996,2.02940011,2.9983999999999997,0.84,1.3,102.0,48.1,0.01350000055,-0.00654999982,0.0022500005500000007,0.0899500055,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6838630066666667,0.31374589999999997,0.36876878,-0.015382085,0.016268428,0.0,0.008832719,0.00030415471,0.07307852933333334,0.007243248733333333,-0.031618506,-0.00430735,-0.337511,-0.4201460966666667,0.4824701666666667,0.05160354,-2.4786449333333334,0.0064747804,51.69883,0.1,0.5104784,0.37523022666666667,0.14919464999999998,0.08097364333333333,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259397510,-0.3254192,0.010782187,-0.006429876,0.94548655,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.204811642159754,138.25291560093794,51.3298814,86.7088512,0.0,2.71847298,3.92691214,51.237560200000004,2.0,0.0,1.0,0.0,0.0,362048115.8,1382529164.6,49178.0,86274.0,0.312000012,2.01738002,2.02880012,2.9978,0.84,1.3,102.0,48.2,0.0140000006,-0.007599999840000001,0.0030000006000000003,0.09340000600000001,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6834560533333333,0.3139154,0.36896458,-0.015382085,0.016268428,0.0,0.008133731,0.00023730526,0.07381971466666666,0.007882539866666666,-0.031618506,-0.00430735,-0.337511,-0.4448066133333333,0.5017588333333334,0.3238033,-2.4786273666666667,0.0064747804,51.69883,0.1,0.5080621000000001,0.37485233333333334,0.14765906,0.08075967666666667,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259452501,-0.32535452,0.010744015,-0.006523717,0.94550866,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.20481164280793,138.25291560055243,51.32967,86.70688,-0.0,2.7184408,3.926896,51.237194,2.0,0.0,1.0,0.0,0.0,362048115.7,1382529164.65,49177.25,86273.25,0.311250013,2.0173800799999997,2.02820013,2.9972,0.84,1.3,102.0,48.3,0.01450000065,-0.00864999986,0.00375000065,0.0968500065,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6830491,0.3140849,0.36916038,-0.015382085,0.016268428,0.0,0.007434743,0.00017045581,0.0745609,0.008521831,-0.031618506,-0.00430735,-0.337511,-0.46946713,0.5210475,0.59600306,-2.4786098,0.0064747804,51.69883,0.1,0.5056458,0.37447444,0.14612347,0.08054571,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259502492,-0.3254202,0.010769646,-0.006487934,0.9454859,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.20481164541093,138.2529155950978,51.329022,86.704494,0.0,2.71842034,3.92692334,51.2358466,2.0,0.0,1.0,0.0,0.0,362048115.6,1382529164.7,49176.5,86272.5,0.310500014,2.0173801399999998,2.02760014,2.9966,0.84,1.3,102.0,48.4,0.0150000007,-0.00969999988,0.004500000700000001,0.100300007,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6823116499999999,0.31436739,0.36973096,-0.015382085,0.016268428,0.0,0.0070654507999999994,-0.0013292233950000002,0.073155945,0.007298105500000001,-0.031618506,-0.00430735,-0.337511,-0.1904407125,0.14912488000000002,0.24578813300000002,-2.4785109,0.0064747804,51.69883,0.1,0.5088128000000001,0.375704605,0.14811490500000002,0.08087537,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259542485,-0.32543332999999997,0.0107799905,-0.00647266865,0.9454814,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.20481164801393,138.25291558964318,51.328374000000004,86.702108,0.0,2.71839988,3.92695068,51.2344992,2.0,0.0,1.0,0.0,0.0,362048115.5,1382529164.75,49175.75,86271.75,0.309750015,2.0173802,2.02700015,2.996,0.84,1.3,102.0,48.5,0.01550000075,-0.010749999900000001,0.005250000750000001,0.10375000749999999,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6815742,0.31464988,0.37030154,-0.015382085,0.016268428,0.0,0.0066961586,-0.0028289026,0.07175099,0.00607438,-0.031618506,-0.00430735,-0.337511,0.088585705,-0.22279774,-0.104426794,-2.478412,0.0064747804,51.69883,0.1,0.5119798,0.37693477,0.15010634,0.08120503,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259547484,-0.32544646,0.010790335,-0.0064574033,0.9454769,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.204811650616925,138.25291558418854,51.327726,86.69972200000001,0.0,2.71837942,3.92697802,51.2331518,2.0,0.0,1.0,0.0,0.0,362048115.4,1382529164.8,49175.0,86271.0,0.309000016,2.01738026,2.02640016,2.9954,0.84,1.3,102.0,48.6,0.0160000008,-0.011799999920000002,0.0060000008,0.107200008,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6825482333333334,0.31364586,0.37099994999999997,-0.015382085,0.016268428,0.0,0.007011887633333333,-0.004012562833333334,0.07222114333333333,0.006873706666666667,-0.031618506,-0.00430735,-0.337511,0.07710800833333334,-0.16570218333333334,-0.18991716266666667,-2.4783768333333334,0.0064747804,51.69883,0.1,0.5096854,0.37659135666666665,0.14872357666666666,0.0810113,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259602474,-0.3254746,0.010755232,-0.006524924,0.9454672,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.20481165321993,138.25291557873393,51.327078,86.697336,0.0,2.71835896,3.92700536,51.2318044,2.0,0.0,1.0,0.0,0.0,362048115.3,1382529164.85,49174.25,86270.25,0.308250017,2.01738032,2.02580017,2.9947999999999997,0.84,1.3,102.0,48.7,0.01650000085,-0.012849999940000002,0.00675000085,0.11065000850000001,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6835222666666666,0.31264184,0.37169836,-0.015382085,0.016268428,0.0,0.007327616666666667,-0.005196223066666667,0.07269129666666667,0.007673033333333333,-0.031618506,-0.00430735,-0.337511,0.06563031166666666,-0.10860662666666666,-0.27540753133333334,-2.4783416666666667,0.0064747804,51.69883,0.1,0.507391,0.37624794333333333,0.14734081333333335,0.08081757,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259652466,-0.32549712,0.010837352,-0.0064273314,0.9454591,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.20481165582292,138.2529155732793,51.32643,86.69495,-0.0,2.7183385,3.9270327,51.230457,2.0,0.0,1.0,0.0,0.0,362048115.2,1382529164.9,49173.5,86269.5,0.307500018,2.0173803799999996,2.02520018,2.9941999999999998,0.84,1.3,102.0,48.8,0.0170000009,-0.013899999960000003,0.0075000009,0.114100009,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6844963,0.31163782,0.37239677,-0.015382085,0.016268428,0.0,0.0076433457,-0.0063798833,0.07316145,0.00847236,-0.031618506,-0.00430735,-0.337511,0.054152615,-0.05151107,-0.3608979,-2.4783065,0.0064747804,51.69883,0.1,0.5050966,0.37590453,0.14595805,0.08062384,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259697457,-0.3255185,0.010806384,-0.0063842037,0.9454524,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.204811662798555,138.25291556498806,51.325525,86.69263500000001,0.0,2.7183205000000004,3.927020983333333,51.229574166666666,2.0,0.0,1.0,0.0,0.0,362048115.1,1382529164.95,49172.75,86268.75,0.306750019,2.0173804399999997,2.02460019,2.9936,0.84,1.3,102.0,48.9,0.01750000095,-0.014949999980000003,0.008250000950000001,0.1175500095,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6855363,0.3106072266666667,0.37309673666666665,-0.015382085,0.016268428,0.0,0.0078591518,-0.0072082902,0.07369514666666667,0.009327232333333333,-0.031618506,-0.00430735,-0.337511,-0.04945922333333333,-0.12438231999999999,-0.3538909766666667,-2.4782647,0.0064747804,51.69883,0.1,0.5072029666666666,0.37600212,0.14728944333333333,0.08078109533333333,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
259726029,-0.3255440766666667,0.010795363833333333,-0.006395875966666667,0.9454436166666667,0.9999948,-4.610795e-10,1.5842416e-09,0.0032373846,3.0,36.204811669774195,138.25291555669682,51.32462,86.69032,0.0,2.7183025,3.9270092666666665,51.22869133333334,2.0,0.0,1.0,0.0,0.0,362048115.0,1382529165.0,49172.0,86268.0,0.30600002,2.0173805,2.0240002,2.993,0.84,1.3,102.0,49.0,0.018000001,-0.016,0.009000001,0.12100001,0.0,,0.0,3.0,1.0,11.0,36.2048055,138.2529121,0.6865762999999999,0.30957663333333335,0.3737967033333333,-0.015382085,0.016268428,0.0,0.0080749579,-0.0080366971,0.07422884333333334,0.010182104666666667,-0.031618506,-0.00430735,-0.337511,-0.15307106166666667,-0.19725357,-0.34688405333333333,-2.4782229,0.0064747804,51.69883,0.1,0.5093093333333334,0.37609971000000003,0.14862083666666667,0.08093835066666667,inf,inf,inf,inf,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,benign
